sku,image,gallery,status,color,fynd_uid
5045559769799,5045559769706_1.jpg,"5045559769706_1.jpg,5045559769706_2.jpg,5045559769706_3.jpg,5045559769706_4.jpg,5045559769706_5.jpg,5045559769706_11.jpg",active,Brown,8087558
5045559769829,5045559769706_1.jpg,"5045559769706_1.jpg,5045559769706_2.jpg,5045559769706_3.jpg,5045559769706_4.jpg,5045559769706_5.jpg,5045559769706_11.jpg",active,Brown,8087558
5045559769850,5045559769706_1.jpg,"5045559769706_1.jpg,5045559769706_2.jpg,5045559769706_3.jpg,5045559769706_4.jpg,5045559769706_5.jpg,5045559769706_11.jpg",active,Brown,8087558
5045559769881,5045559769706_1.jpg,"5045559769706_1.jpg,5045559769706_2.jpg,5045559769706_3.jpg,5045559769706_4.jpg,5045559769706_5.jpg,5045559769706_11.jpg",active,Brown,8087558
5045559769911,5045559769706_1.jpg,"5045559769706_1.jpg,5045559769706_2.jpg,5045559769706_3.jpg,5045559769706_4.jpg,5045559769706_5.jpg,5045559769706_11.jpg",active,Brown,8087558
5045559769942,5045559769706_1.jpg,"5045559769706_1.jpg,5045559769706_2.jpg,5045559769706_3.jpg,5045559769706_4.jpg,5045559769706_5.jpg,5045559769706_11.jpg",active,Brown,8087558
5045559769973,5045559769706_1.jpg,"5045559769706_1.jpg,5045559769706_2.jpg,5045559769706_3.jpg,5045559769706_4.jpg,5045559769706_5.jpg,5045559769706_11.jpg",active,Brown,8087558
5045559770009,5045559769706_1.jpg,"5045559769706_1.jpg,5045559769706_2.jpg,5045559769706_3.jpg,5045559769706_4.jpg,5045559769706_5.jpg,5045559769706_11.jpg",active,Brown,8087558
5045559770030,5045559769706_1.jpg,"5045559769706_1.jpg,5045559769706_2.jpg,5045559769706_3.jpg,5045559769706_4.jpg,5045559769706_5.jpg,5045559769706_11.jpg",active,Brown,8087558
5045559770061,5045559769706_1.jpg,"5045559769706_1.jpg,5045559769706_2.jpg,5045559769706_3.jpg,5045559769706_4.jpg,5045559769706_5.jpg,5045559769706_11.jpg",active,Brown,8087558
5045559770092,5045559769706_1.jpg,"5045559769706_1.jpg,5045559769706_2.jpg,5045559769706_3.jpg,5045559769706_4.jpg,5045559769706_5.jpg,5045559769706_11.jpg",active,Brown,8087558
5045559770122,5045559769706_1.jpg,"5045559769706_1.jpg,5045559769706_2.jpg,5045559769706_3.jpg,5045559769706_4.jpg,5045559769706_5.jpg,5045559769706_11.jpg",active,Brown,8087558
5045625798043,5045625798043_1.jpg,"5045625798043_1.jpg,5045625798043_2.jpg,5045625798043_3.jpg,5045625798043_4.jpg,5045625798043_5.jpg,5045625798043_11.jpg",active,Black,8087371
5045625798074,5045625798043_1.jpg,"5045625798043_1.jpg,5045625798043_2.jpg,5045625798043_3.jpg,5045625798043_4.jpg,5045625798043_5.jpg,5045625798043_11.jpg",active,Black,8087371
5045625798104,5045625798043_1.jpg,"5045625798043_1.jpg,5045625798043_2.jpg,5045625798043_3.jpg,5045625798043_4.jpg,5045625798043_5.jpg,5045625798043_11.jpg",active,Black,8087371
5045625798135,5045625798043_1.jpg,"5045625798043_1.jpg,5045625798043_2.jpg,5045625798043_3.jpg,5045625798043_4.jpg,5045625798043_5.jpg,5045625798043_11.jpg",active,Black,8087371
5045620920203,5045620920203_1.jpg,"5045620920203_1.jpg,5045620920203_2.jpg,5045620920203_3.jpg,5045620920203_4.jpg,5045620920203_5.jpg,5045620920203_6.jpg,5045620920203_11.jpg",active,Beige,8087582
5045620920234,5045620920203_1.jpg,"5045620920203_1.jpg,5045620920203_2.jpg,5045620920203_3.jpg,5045620920203_4.jpg,5045620920203_5.jpg,5045620920203_6.jpg,5045620920203_11.jpg",active,Beige,8087582
5045620920265,5045620920203_1.jpg,"5045620920203_1.jpg,5045620920203_2.jpg,5045620920203_3.jpg,5045620920203_4.jpg,5045620920203_5.jpg,5045620920203_6.jpg,5045620920203_11.jpg",active,Beige,8087582
5045620920296,5045620920203_1.jpg,"5045620920203_1.jpg,5045620920203_2.jpg,5045620920203_3.jpg,5045620920203_4.jpg,5045620920203_5.jpg,5045620920203_6.jpg,5045620920203_11.jpg",active,Beige,8087582
5045620920326,5045620920203_1.jpg,"5045620920203_1.jpg,5045620920203_2.jpg,5045620920203_3.jpg,5045620920203_4.jpg,5045620920203_5.jpg,5045620920203_6.jpg,5045620920203_11.jpg",active,Beige,8087582
5045620920357,5045620920203_1.jpg,"5045620920203_1.jpg,5045620920203_2.jpg,5045620920203_3.jpg,5045620920203_4.jpg,5045620920203_5.jpg,5045620920203_6.jpg,5045620920203_11.jpg",active,Beige,8087582
5045620920388,5045620920203_1.jpg,"5045620920203_1.jpg,5045620920203_2.jpg,5045620920203_3.jpg,5045620920203_4.jpg,5045620920203_5.jpg,5045620920203_6.jpg,5045620920203_11.jpg",active,Beige,8087582
5045620920418,5045620920203_1.jpg,"5045620920203_1.jpg,5045620920203_2.jpg,5045620920203_3.jpg,5045620920203_4.jpg,5045620920203_5.jpg,5045620920203_6.jpg,5045620920203_11.jpg",active,Beige,8087582
5045620920449,5045620920203_1.jpg,"5045620920203_1.jpg,5045620920203_2.jpg,5045620920203_3.jpg,5045620920203_4.jpg,5045620920203_5.jpg,5045620920203_6.jpg,5045620920203_11.jpg",active,Beige,8087582
5045620920470,5045620920203_1.jpg,"5045620920203_1.jpg,5045620920203_2.jpg,5045620920203_3.jpg,5045620920203_4.jpg,5045620920203_5.jpg,5045620920203_6.jpg,5045620920203_11.jpg",active,Beige,8087582
5045620920500,5045620920203_1.jpg,"5045620920203_1.jpg,5045620920203_2.jpg,5045620920203_3.jpg,5045620920203_4.jpg,5045620920203_5.jpg,5045620920203_6.jpg,5045620920203_11.jpg",active,Beige,8087582
5045620920531,5045620920203_1.jpg,"5045620920203_1.jpg,5045620920203_2.jpg,5045620920203_3.jpg,5045620920203_4.jpg,5045620920203_5.jpg,5045620920203_6.jpg,5045620920203_11.jpg",active,Beige,8087582
5045620920562,5045620920203_1.jpg,"5045620920203_1.jpg,5045620920203_2.jpg,5045620920203_3.jpg,5045620920203_4.jpg,5045620920203_5.jpg,5045620920203_6.jpg,5045620920203_11.jpg",active,Beige,8087582
